Media Title,Sarah reviewed,Ania to review?,Ania reviewed,Excerpt Copy,About,Insights,Roadblocks,Resources,Codes Applied Combined
CDCN.txt,,,,"he machine gun version of Ruxolitinib. So. So the first part of it was that we did serum proteomics, that same proteomic thing, but we did it on about 80 patients, 88 patients, I think, and we found out that there was a signature within the protein levels of those patients that suggested that this particular pathway, not mTOR, but a new one, called JAK/STAT seemed to be involved, basically, a bunch of proteins that are involved in that pathway were really high. And proteins that weren't involved in the pathway weren't high. And so it was like, oh, maybe the pathway is doing something. And so that was step one. Step two was then to go into lymph nodes from Castleman patients, and to look for the downstream product of that pathway, which is called Stat3. And we found that it was highly activated in lymphoid tissue. So like, a pathway basically works in like a circuit. So it's like step 12345. And if you look at, if the fifth step is really high, then you can presume that that means that the pathway is turned on, if that makes sense. So it's like, so it's like we found evidence of the whole path goes on in the blood. We looked at the last step, we found that it was really high in lymphoid tissue. And then we did some experimental studies in the lab where we actually treated Castleman patients' cells, with cytokines and with this drug, and we saw that there were some changes that looked promising, it looked like it was doing some good stuff in the lab. And basically, that was enough for us to say, Wow, this is interesting. But like, I wouldn't give it to a patient at this stage.",,,,,"STEP Drug ID: researcher preclinical research,STEP Drug ID: proteomics"
CDCN.txt,,,,"so it really goes back to when I was, at this stage, the beginning of my fourth year of med school. So as you know, I got sick during my third year of med school with Castleman disease. And you know, but obviously had a horrible about six month period hospitalized. And it really started when I relapsed, there's a drug called Siltuximab that is approved for Castleman disease. And I had been on it for about a year, and I failed to, our relapse falls on that drug. And when I relapsed, I was informed that there were no more drugs in development, and that there was like, no other leads. It's like, all we know about Castleman disease, is IL-6, this thing blocks IL-6 and you can get better. And so once I knew that I was like okay, well, how can we find something that can be helpful for me, and it was very much helpful for me, like that was sort of the thought, it was like very much myopically focused on me, but, and a couple of things happened. One is that I had been a part of the Orphan Disease Center. So I knew how expensive it was to develop a new drug from scratch, I knew how much time it took. So that was sort of off the table. It was like, Well, I'm not going to live that long. I don't have that many resources to do this. Like that's, so the sort of developing a drug from scratch just wasn't feasible. And, and then I started thinking about all the drugs I'd gotten over the course of my illness, a bunch of different chemo therapies, like chemo is what really saved my life and, and I realized that none of them were approved. It's like, wait a minute, like, I'm already being treated with repurposed drugs, like there's all these drugs I've gotten. They weren't made for Castleman, they weren't approved for Castlemans. So like, what about all the other drugs that also weren't made for Castleman disease, and also weren't approved for Castleman disease that could actually be helpful for me. And, and so that sort of was this like, at least somewhat of an aha moment to be like, alright, well, there are a lot of drugs out there, maybe there's one that could be helpful for me. And so. So that was what got me thinking about it. It wasn't based on any one example. But it was just the conceptual realization, the new drug development was going to be, you know, just too hard and take way too long. So yeah, does that, does that answer the question? Do you want me to get into any more details?",,,,,GENERAL: Interest in DR
CDCN.txt,,,,"A good question. I don't, I think a citizen petition may be able to include non, or data that's not under an IND. I just, I have to admit, I found out about a citizen petition about a year and a half ago, so we had already started the clinical trial. So that ship had sailed in terms of IND versues IND exemption. But yeah, it's a really interesting idea.

Ania K  20:46  
Off, off recording, I'll tell you what lamb just told me about citizens petitions, I have some insights. [unrelated conversation]",,,,,STEP Option: Citizen's petition
CDCN.txt,,,,"Exactly. And then in terms of, would it be good if we all collaborated? Probably, but you know, I love collaboration. But I don't think that, I think that there's a lot of, I think there's a lot of benefit when there are related diseases, when there's like similarities between, between diseases, as opposed to similarities between the drug being used. So another hyper inflammatory disorder, where mTOR seems to be important, I think we can share and learn more from one another, than the anti aging people. Because, you know, people were using, you know, sirolimus to prevent aging. And, like, I don't know, there's probably some things they can learn from me. Usually, I just tell them like, lower your, lower the dose, don't use our dose is what, and then they asked me about dose, because if you go high dose, you're gonna weaken your immune system. And I don't think that's going to lead you to live longer. I think if you just gave a bunch of high dose sirolimus to a bunch of healthy people, I don't think they would live longer. I think they would die earlier because they would get infections. But, so anyway, that's, that's, that's, I think it's nuanced. And yeah, I love collaboration. But I think that, I think you need to be in a similar disease area.

Ania K  41:16  
And it's a common pathway, as you said, I guess these two questions are kind of related. Because it's such a common pathway, there doesn't seem to be, just because the disease deals with that pathway doesn't really make sense that it's related. It's

Speaker 1  41:28  
Doesn't mean that it's, exactly, that's exactly right. It could, they could be related, they could be totally unrelated, just because this pathway is important for so much in biology. And in fact, I mean, one thing to think about, usually, when pathways are important across biology, usually inhibiting it is like, devastating. So, so like, and I've talked to my friends who are in drug development, and they're like, if someone were to pitch me the idea of blocking mTOR, and I didn't know it jad already been done, I would've been like, Absolutely not like that pathway is too important to life and health, that, like I wouldn't touch it, like that thing would be horrible. But it just so happens that it's probably good enough to block me, but it's not great at blocking it. So there's like still enough of activity. So anyway, for a lot of reasons. It's, it's an interesting drug.",,,,,"GENERAL: Sirolimus,Org Support: Collaboration with other RDNPs"
CDCN.txt,,,,"But now, one thing to say is that oftentimes, there's a correlation, right? The quote on quote, best scientists get recruited to the best institutions. And so, so, but the point is, is that's not always the case. So you need to always go the best scientists, but, but generally, there will be somewhat of a positive correlation between the scientist capability and whether they end up getting recruited to the best institutions.

Ania K  28:50  
Right. And also related to, like funding capacity, because good scientists, obviously probably need more funding to do research. So maybe they're at bigger institutions.

Speaker 1  29:00  
Yeah, but the bigger institution doesn't give you any money. That's the thing, you don't get any money from your institution they just, they, that's the opposite, actually, you don't go to the big institution because they're big. It's the big institution recruits you to them. Because you're good.

Ania K  29:15  
Right, can you, and you bring in all of the grant money

Speaker 1  29:17  
And you bring in grant money. Exactly. ",,,,,"Org Support: Collaboration with Academics,GENERAL: Advice"
CDCN.txt,,,,"So since FDA approval is kind of not, not in the cards, it seemed like, what, what is kind of the ideal success outcome that you're, you're kind of envisioning

Speaker 1  36:45  
The ideal success outcome would be that the clinical trial indicates the drug works in a portion of patients, and we can kind of understand who they are like, what's the kind of patient that is most likely to benefit. And then we can insert that right into the guidelines and say like, if you're this kind of patient, you fail to respond to this, you're not responding to that, or you're in this, you're similar this way. This is the drug for you. That's ,that's the, that's the goal.

Ania K  37:08  
So the trial, basically, right now is just additional information. Like, you know, we know it works in some patients, but like, there's just 

Speaker 1  37:15  
Trying to figure out who it works in. Yeah, what proportion does it work in, who it works in, and then that will help us to refine the guidelines, to say to like, this isn't just like, the third line, like one of seven things that you could give in a third line, but like, maybe it's the second line, or maybe it's a third line. But if it's third line, if you're this kind of patient, it's your drug. It's not like one of the sevens. Third line, but this is your drug if you're this kind of patient. ",,,,,Outcome: Alternative success outcome
CDCN.txt,,,,"Let's talk a little bit about the pharmaceutical company support of the process. So it's Pfizer, I believe, from prior knowledge, how, how is that relationship been, that's been a roadblock that a lot of organizations have mentioned in drug repurposing of complexity, navigating that relationship, how 

Speaker 1  16:32  
I was really fortunate that I met someone from Pfizer who was in charge of the drug. In charge of Sirolimus at a conference while I was on it, and I, I approached him, and I was like, Hey, I'm on your drug off label, I really want to do a trial. And he was like, Oh, wow, like, you know, we would probably not be interested in providing money for a trial, because, you know, this is a generic drug now. So we don't make any money off of it. But we'll give you the drug cause we make loads, and the drug, we'll just give you some for free for your trial. And he was like, you know, put through this application through, you know, really straightforward process. And so I put through the application, and I had this, you know, friendly guy, who I could reach out, to check in with, and he basically, eventually, I got an email that said, You're approved. And you know, we're not going to give you any money, we'll give you drug. And then we had another important conversation where he said, Okay, well, if we do this trial, and it's effective. Would you submit this materials to the FDA for a label change? And they had a lot of discussions. And they said, no, they eventually said, No, we will not because it's actually very expensive to them to prepare these materials, it's, the documents of the FDA are like 1000s of pages. So it requires like full time employees working for a pharmaceutical company, putting together 1000 page documents, to be able to submit to the FDA. So it's not feasible, and it's too expensive for the expected return. So they said, Look, we'll give you the drug for trial, but we're not gonna, we're not going to ever submit it to, for FDA approval. And when we learned that that meant that we changed the kind of clinical trial that we did. So if you're doing clinical trial, where the data goes to the FDA, you are required to do it under what's called an IND, investigational new drug application. When you do it under an IND, there are a million rules about how you keep data, how you track data, how you audit data, how you monitor data, the trial becomes extraordinarily complicated, but the FDA will not look at data and less than seven under an IND and all those crazy steps are taken. But once you know that, it's not going to be FDA, you can do it under what's called an IND exemption, which means that you can do a trial, do a really good trial, really rigorous trial. But you don't have to take the 1700 additional steps that are really expensive and time consuming, that just make your trial way, way more expensive. So we apply for an IND exemption, we got it. So we're able to do a clinical trial under IND exemption, which means it's cheaper, faster than under an IND. But it means that the FDA, by definition can never use our data to make a decision on a label change.

Ania K  19:17  
So that pathway is not even open at all, because of how the clinical trial is set up",,,,,"Org Support: conversations with pharma company,Org Support: Facilitating pharma providing drug for clinical trials"
CDCN.txt,,,,"It was not improved yet, it was, it was undergoing the pivotal trial that led to its approval, and I was too sick to meet inclusion criteria, because you set criteria. Basically, you don't want people too healthy because you want to be able to prove the drug works. You don't want people who's sick, because you don't want to give it to them on their last leg and like they die on the drug. And you might infer that it was the drug that killed them when really they were gonna die anyway. And so you like, you want to find this sort of like the medium.

Ania K  32:31  
Moderately sick people?

Speaker 1  32:34  
Yeah. And I was too sick. ",,,,,Issue: clinical trial design (endpoints)
CDCN.txt,,,,"Like we got more work to do. But that corresponded with when that young patient was so sick for about a year in Chicago, that her doctor was basically like, pleading like any ideas you have anything we can do for this child like anything. Is there, like some drug that, you know, we haven't thought about? Is there anything and it's like, well, a couple weeks ago, we did this experiment, and like, maybe this drug can be used. It's already FDA approved. It's in your pharmacy. You can try it and she, and Kyla had this like miraculous response to this Jak inhibitor. And she's been doing great for I think it's gonna be two years in November, maybe three years in November. So. So yeah, so that sort of, and then you always get really excited when a patient benefits from a drug, right? That's like the ultimate like, that's like why we do this, right. It's like, it's all about finding drugs that help patients. And so that really energized us to like, oh my gosh, you know, what else can we do with this? And so, it's been given to a few other patients. I don't think many, but it's been given to a few other patients. One of those patients, we wrote up in a journal article that was in The Lancet, but then actually that doctor decided to discontinue Ruxolitinib and the patient relapsed shortly thereafter. So unclear if he'd kept him on Ruxolitinib if he wouldn't have relapsed, but unfortunately, it's it's challenging to infer what that means. However, we are in discussions with Insight about potentially doing clinical trial of Ruxolitinib, Insight makes Ruxolitinib and the difference between Insight, or between Ruxolitinib and Sirolimus is Ruxolitinib is, or is FDA approved, and it's still on patent. So Insight still markets it, there are no generic competitors. And therefore they have a lot more reasons to be incentivized to think about its use in Castleman disease. So we've had some good early discussions. And we're going to continue to have those discussions. But nothing's been committed yet. But I'm hopeful that we can do a trial of, of Ruxolitinib and IMCD. And I'm hopeful that if we have more resources that we can enroll more patients more quickly, set up more sites have more, more recruiters that we can get more patients in.",,,,,STEP: testing in small number of patients
CDCN.txt,,,,"Give back, give back to the research process that helped you 

Speaker 1  34:13  
I think I think a lot of patients, and I'm, we're getting sidetracked, only 15 minutes left, but I think a lot of patients do think that, that like, there's some like, research just happens and like they don't have to be part of it, like discoveries will just happen like regardless, like no, it will only happen if enough people give samples and data for us to make discoveries. ",,,,,"Org Support: developing/supporting natural history study and/or registry,Org Support: Sharing research results with the public"
CDCN.txt,,,,"astle wasn't started until 2015. So this is, we're talking about the discovery of Sirolimus was in January of 2014. And I started taking it shortly thereafter, with CDCN being started in 2012. And Castle being started in July 15. ",,,,,GENERAL: Date of project initiation
CDCN.txt,,,,"Drug companies don't like to give expensive drugs, period. They don't like to use expensive drugs that are not recommended. And they also don't like to use such drugs that are not recommended and also not FDA approved. But it's a lot more about they don't like expensive drugs.",,,,,GENERAL: Insurance coverage
CDCN.txt,,,,"Okay. Just a quick question. In the, just I think some of the survey data is a little bit inaccurate. So for Ruxolitinib we have high throughput drug screening, utilizing AI machine learning, and then testing an animal models, confirm that that's not right, right.

Speaker 1  47:07  
Oh, my gosh, where'd that come from? No, that was not right. What you'd say?

Ania K  47:13  
I figured that's not right. But I just wanted to double check

Speaker 1  47:15  
Yeah no high throughput drug screen, no AI. So I mean, that's the thing is like, I think that like the discussions you were having by slack with Mileva, it's like, even Mary and Mileva, they aren't going to know all the details of this and like they're intimate like Mileva is like down the hall, think about all of the, think about all the rare disease groups where like they're in another city, like and they're trying to tell you this, I don't think that they're being dishonest, I think they just don't really know in a lot of cases",,,,,CHANGE
CDCN.txt,,,," I think that, I think that age is somewhat of a indirect readout of like, how open someone's gonna be, and more maybe not necessarily open to sharing, but how, how hard working, they're going to be in the area, you know, older people have more things, and they're already committed to and so they have less bandwidth. So yeah, I think I have a bit of a bias as an organization towards trying to find young investigators, people like Minji Byun and Josh Brandstadter. Uh, I'm forgetting David's last name, David Turner, maybe in France, but we like to find young people who are early stage who we know can put like, significant bandwidth towards the problem. But at the same time, we also always want to find the best people in the world. And so that doesn't always line up. And so you know, you want to, in cases where there's a clear, number one above anything else, if someone has done the study that we want to do, but done it in a related disease, hands down, that is the best person for the job, in my opinion, like if they've done exactly what needs to be done, but they did it for something really similar. That's it, that's the person and if they did it really well, it was published in a good journal. I, that way above a priority of being like a Castleman's expert, you know, someone who knows a lot about Castleman's. But they've never done that kind of study before. Way, way, way lower, in my opinion, then someone who's done the study, they just did it on a related disease

Ania K  26:53  
So skill set over, like topic area expertise.

Speaker 1  26:56  
Yeah, exactly. Exactly.

Ania K  26:59  
And how do you, like, what's the secret of approaching these kinds of researchers that haven't maybe even heard of Castleman disease and convincing them to work on it?

Speaker 1  27:09  
Yeah, I think that the secret is, is don't be disappointed when people tell you no. And so you know, be okay reaching out to, you know, a handful that are, that are the best, and you're determined that they're the best because they have publications and good journals related to this exact word. And so, that's sort of, at least for me, that's my litmus test. It's like, if they've already done it, what journals was their, was their, was the work published in and that, that to me, gives me like a small number to start to work with.",,,,,"Org Support: Collaboration with Academics,GENERAL: Advice"
CDCN.txt,,,,"it was the focus, it was we need to repurpose a drug, it was, it was that new drug development was not going to be feasible. So yeah, and also, our understanding of epidemiology of Castleman Disease was poor back then. So from a numbers perspective, I just didn't think that there were enough patients to be able to get like a company interested in developing a new drug from scratch. I mean, now we know that that probably wasn't true. There probably are enough. But anyway, so yes, it was very much, we needed to repur—we needed to find a drug, I didn't know the term repurposing. I didn't know what, uh, like, that wasn't like a term I knew. But it was, it was just that I thought it as two steps. One, we needed to figure out what was happening in my immune system, like what was going on whether it was a defect, or it was a response or result, you know, when you have diseases, something is like, the genesis of that disease. And there's a lot of other stuff that's sort of secondary like, because this part of your body is not working, because this gene is not working other stuff happens. But I just wanted to characterize like what was happening in my immune system. And that would give me like, hopefully a handful of things that maybe you could hit with a drug. And then the idea would be then to back into what drugs exist that like I could hit the things that are happening with no guarantee that the things that are happening are actually like the genesis or the root cause or the therapeutic target. It might just be a phenomenon. But that was the, that was the two step approach. Figure out what's going on. See what drug overlaps.

Ania K  7:57  
And then by taking it and testing, you kind of find out what, whether it's actually hitting like the right

Speaker 1  8:04  
And then yes, and then testing it on me as opposed to you know, we used other intermediate steps. And we've done that with Ruxolitinib, and I think we probably should take some time today to talk about Ruxolitinib. But yes, I think that that's, that's exactly right. It was, you know, start out with, figure out the biology, figure out a treatment that could hit that and then yeah, and then try it.",,,,,GENERAL: Interest in DR
CDCN.txt,,,,"I think it's more about the researcher than the institution. I mean, I learned that at the University of Arkansas for medical sciences, UAMS is a great research institution. But it doesn't have nearly the research funding or the reputation of a place like a Penn or Harvard, but they do fantastic science. And so yeah, I think that I'm very much in favor of the scientist over the institution. ",,,,,"GENERAL: Advice,Org Support: Collaboration with Academics"
CDCN.txt,,,,"Why do you think it's Sirolimus if everybody and the grandmothers are doing Sirolimus, of what, why is Sirolimus so common as a repurposing drug. And then what, if any of value is there, if all of these different organizations that are doing Sirolimus repurposing, of coming together in some sort of like Sirolimus repurposing club of whether it's reaching out to Pfizer together or sharing data or sharing patients. Like should there be more of an effort to gather all of this in one?

Speaker 1  38:30  
Yeah, that's a good question. I think that the fundamental reason that there's probably convergence on Sirolimus is that the mTOR pathway, which is what Sirolimus hits, is really important across like all of biology, in fact, all of life truly, like mTOR is really, really important for integrating a lot of things at once, and in particular, within the immune system. And so, if you're really, really high dose, you really can control hyperactive immune responses. If you go low dose, you can control aspects of metabolism that are related to blood sugar levels, and cholesterol, even aging. So if you treat mice with sirolimus, they live longer, any creature you treat, with Sirolims they live longer, the earlier you start them on, the longer they live. And so it clearly has biological effects that are really important. And so yeah, I think that's probably number one. And then number two, I think that anytime one drug is successful, I think that that can sometimes lead to people liking that drug as being successful. And it's a safe drug. It's been around forever. Very few drugs are used for, in patients for decades. So you don't know like, what happens if I take this drug every day for a decade? Like I have no idea because the trial has never been done. Well, Sirolimus kidney transplantation, by definition as a drug or as a disease or, a situation where you need to be on the drug for a long time. So all of a sudden, there's data on people being on the drug for like 20 and 30 years, and nothing horrible showed up. And so that also makes you feel more comfortable to repurpose a drug if you know that like, hey, if we think this works, we could give it to someone for like 30 years and there's no reason to believe it's gonna cause problems. Whereas there's a lot of drugs where if you give it to someone for 30 years, it cause a lot of problems, or you don't know what's going to happen if you give them the 30 years, so you're afraid to give it to someone for 30 years,",,,,,GENERAL: Sirolimus
CDCN.txt,,,,"nd that is a, kind of a complication of recruitment. I imagine for the clinical trial, there's so many of the patients are already on label, off label.

Speaker 1  14:58  
Yeah yeah, you know, exactly. They're already on it off label that, that makes a trial very hard. A lot of people are already on it because they can get it anywhere. It's cheap and available. And then yeah, the fact that you have to travel for trial, you have to commit a lot to be a part of a trial. So yeah, it's just easier for a lot of people to just get the drug directly.

Ania K  15:16  
They still need a prescription for it's not like off over the counter though. Are they having any insurance issues in accessing it since it's not a 

Speaker 1  15:23  
No there. No, you know, it's a good question. There aren't as, Sirolimus is cheap. I don't think that in my opinion, in my experience, it's less about whether it's FDA approved, and more about how expensive is it. You know, there's three factors, is it FDA approved? Is it recommended on guidelines? And is it really expensive or not? And it's sort of like a combination of those three, where in my opinion, the expense is actually the number one priority, guidelines is two, and then, and then whether it's FDA approved, I would say is like the third priority in terms of whether you can get access to it. ",,,,,"STEP: off label use,Issue: off label use makes recruitment for clinical trial difficult,GENERAL: Insurance coverage,GENERAL: Drug patent status"
CDCN.txt,,,,"So yeah, so the combination of flow cytometry and my blood cells, my immune, white blood cells in my immune system, serum proteomics on my serum in my blood to quantify proteins. And that led us to, uh, think that the mTOR pathway might be important. And so then we did staining on my lymph node tissue for mTOR activation, which confirmed it, so that, you could consider this all preclinical research. And then from right there, the question was, well, mTOR is important. What do you do? It could be? Yeah, so that that's synonymous with preclinical, all that stuff. There would be like, sort of what we mean by preclinical. Exactly. So then from there, it was, what do you do, and it was given an mTOR inhibitor, I think we considered the dosing that was given to some related diseases. So I guess that said, you could say, looking at some rare diseases, because we used that to figure out the dosing. Yeah, I would put, yeah, probably that is like number two. And then, and then we started me on it. Right. And so that means the next thing that happened was, it was giving me the drug, which, you know, in terms of this timeline, prep, drug id, preclinical clinical, it really, it's really preclinical drug ID clinical testing, but that would of course, fall into the clinical section, right, the testing the patient. And so but yeah, so it's those three things. And then analyzing medical records is later on. That's how we, you know, look to see how this works in other patients. Oh, testing on one patient is in green.",,,,,STEP Drug ID: researcher preclinical research
CDCN.txt,,,,"So generally, I guess that the relationship with Pfizer was good, but they were just kind of internally, they decided that they're just not interested. And you feel like...

Speaker 1  21:42  
Yea, it's just a numbers game

Ania K  21:44  
Right, and it's not something that like you guys are still trying to, like, bother them about, you know, like they it seems like a final decision.

Speaker 1  21:52  
No, I mean, I pushed them really hard. We had a number of conversations. They thought about it critically internally, and they just made the decision against it. And, and frankly, I think that's what every company would do in this scenario. I don't know, maybe we could find a company that wouldn't do this. But I'm not aware of any companies that have done the opposite, which, which really led me to, I push really hard, but like, Yeah, I'm not still knocking on the door, because I don't have an example of another company that has done it.

Ania K  22:18  
Makes sense. And do you happen to remember when these conversations were taking place? Like how far off label? Sorry, off patent was the drug? Was it just recently?

Speaker 1  22:30  
I'm actually not sure. I'm not. I know that it was off when, when I started the discussions in probably 2017. I started talking to him about this. So I think it was definitely, it was definitely generic at that stage. How long? I'm not sure.",,,,,"GENERAL: pharma incentives,Issues: pharmaceutical company support/cooperation"
CDCN.txt,,,,"And then, as you mentioned, you know, looking at patient medical records, we continue to do that, we actually have more patients in our registry, that are on Sirolimus than we have in our clinical trial. Because it's hard to recruit people to clinical trials, they need to come to Philadelphia, they need to do all these tests, it's a lot easier to track them.",,,,,"Org Support: developing/supporting natural history study and/or registry,Org Support: off label use tracking"
CDCN.txt,,,,"I think that, you know, this, sort of when you're trying to drug for the first time in a disease area, I think you need to have a lot of different perspectives. And so yeah, we had basic scientists, someone named Vera Krymskaya who actually does a lot of LAM work. You might have even heard Vera's name during the last interview and basic scientists like Vera, clinicians like van Rhee, translational researchers like me, Chris Nabel, who was doing an MD PhD, he was a bit of both. So yeah, we really did involve a number of different people from different institutions to look at the data and to eventually move forward with the drug which was actually prescribed by someone from the NIH.",,,,,Org Support: Researcher network
CDCN.txt,,,,"Okay, so let's talk about the off label use of sirolimus. Since it's in the trial, how is it, is it in treatment guidelines? Is that how patients are finding out about it? Um, and just getting it through their doctors>

Speaker 1  32:51  
I think that, to be honest, I think probably number one is lay press. And like my book that led doctors to become aware of it. Like after the New York Times article ran in 2017, we learned about a number of patients that were started on it. And so I think lay press actually maybe more so than others. But yes, it's in the guidelines as a third line therapy. So it's probably being used more than if it was just a third line therapy and the guidelines, right? Because it's third line along with like seven other things. So it's like the third option, but there's like seven other third options, if that makes sense. So therefore, you wouldn't expect it to be used nearly as much as it is based on where it is guidelines. Yeah, I think that's probably that probably answers it.

Ania K  33:36  
How common is it? Do you know offhand, off label like how many, either [inaudible] number?

Speaker 1  33:42  
It's really hard. And the reason it's so hard is because patients who are doing well don't like to join our registry, because they're like back to their normal lives. And so yeah, that's for a whole another day for me to complain about patients who aren't joining our registry,

Ania K  33:59  
Complaining about patients doing too well on the drug that you've discovered. Darn it.

Speaker 1  34:04  
I'm okay with that. I'm okay with that part. I'm just not okay with the not, not joining the registry.",,,,,"Issue: off label use makes recruitment for clinical trial difficult,Org Support: off label use tracking,Org Support: Sharing research results with the public"
CDCN.txt,,,,"it's called a phase one, slash two, I think, or phase two A, but yeah, it's basically just like, it's basically early stage. You know, it's the first time it's been, in a clinical trial of this drug in this disease. ",,,,,Step: Clinical Trial
CDCN.txt,,,," I mean, the organization appeared during that exact like moment in time when I was like, Oh, my gosh, I need to find a drug for myself. So that was, that was May of 2012 was the, that's relapsing on Siltuximab, realizing I need to take this on and starting CDCN all at the same time. And so I do believe everything that I did, from that moment on, I believe I did that as a representative of the CDCN. So, you know, I wasn't a rogue in that sense, right? It was, you know, at least during, during that period time I would consider it that I was a representative of CDCN",,,,,GENERAL: Date of project initiation
CDCN.txt,,,,"really focused on the people who don't have IL-6 as the problem, like people, like humans who don't, where IL-6 isn't the problem, they don't respond to Cetuximan, those are the people we really care about. So the mouse model doesn't really recapitulate, you know, what we're looking for in humans.

Ania K  46:06  
I thought there was a, like a David mouse model.

Speaker 1  46:09  
Yeah, there's a Cabin1 mouse, which is a mutation in a gene, that thus far we've only found in me. So we're not as excited about it, because we've now sequenced like, like 40 patients, and I'm the only one who has it. And so like, yeah, it can be informative for me. But it's not going to be informative for the vast majority of patients, even if it turns out to be like, I don't know, 2% or 5% of patients, it's still a really small fraction. So, so no, we've not been using that widespread though it is. It is a tool we can use. But we're still, we are working on those mice. I've actually recently gave the mice to one of our colleagues, Taku, so Taku is focusing on the mice. But yeah, I do have a very hard stop at 11, unfortunately.",,,,,"Org Support: supporting the development of animal models,Issue: animal models"
CDCN.txt,,,,"CDCN helped in a lot of ways. So thinking through what did the study designing to look like, the Scientific Advisory Board helped to say this is how the the clinical trials should be set up. CDCN helped with the grant funding that we submitted to the NIH, supporting our work saying this is like important work, it should be done. CDCN of course, most tangibly probably, is also directly help with recruitment. So, you know, Mileva talking to patients and connecting in with, with what's going on with our trial, sharing at meetings, sharing on social media, these are all ways that we've been able to get patients into the trial.",,,,,"Org Support: Clinical trial recruitment,Step: Clinical Trial,Org Support: Clinical trial development (design,protocol,etc.),Org Support: Sharing research results with the public"
CDCN.txt,,,,"So, so biology of my immune system figures out the drug target and the drug, knowing other diseases figures out the dosing, and then we tried in patient, and then after tried in me, then it's do further work to understand this particular target in other patients, and then, and then use medical records to assess whether it's working in other patients. And then after the medical records are used to assess whether it's working, then it's launch a clinical trial. And so in terms of that preclinical to clinical. Yeah, the, once it was given to me now we're in the clinical realm.",,,,,"STEP: testing in small number of patients,STEP: off label use"
CDCN.txt,,,,"I think that, I think that age is somewhat of a indirect readout of like, how open someone's gonna be, and more maybe not necessarily open to sharing, but how, how hard working, they're going to be in the area, you know, older people have more things, and they're already committed to and so they have less bandwidth. So yeah, I think I have a bit of a bias as an organization towards trying to find young investigators, people like Minji Byun and Josh Brandstadter. Uh, I'm forgetting David's last name, David Turner, maybe in France, but we like to find young people who are early stage who we know can put like, significant bandwidth towards the problem. But at the same time, we also always want to find the best people in the world. And so that doesn't always line up. And so you know, you want to, in cases where there's a clear, number one above anything else, if someone has done the study that we want to do, but done it in a related disease, hands down, that is the best person for the job, in my opinion, like if they've done exactly what needs to be done, but they did it for something really similar. That's it, that's the person and if they did it really well, it was published in a good journal. I, that way above a priority of being like a Castleman's expert, you know, someone who knows a lot about Castleman's. But they've never done that kind of study before. Way, way, way lower, in my opinion, then someone who's done the study, they just did it on a related disease",,,,,Org Support: Collaboration with Academics
CDGCARE-Merged.txt,,,,"But I think early on, there was, you know, CDGCARE reorganized itself to make it possible for people to target their donations, as specific activities, whereas previously, they couldn't. So I think that's why now it is starting to happen under the umbrella. And, you know, at the time that, you know, Holly, the PMM2 mom, was looking at what to do, CDGCARE, didn't really know how to do research or support research. And so they just funded the project directly.

Ania K  41:06  
Gotcha. Because otherwise, it would just go into a big bucket and maybe even be used for one of the other disorders. Like—

Speaker 1  41:14  
Right, previously, everything got lumped together. And early on, they were more focused on funding, you know, patient care, and things like that. And then the community said, Well, yeah, but we really want to do research. But we don't want to have to do a new foundation every single time. Because then we'd have 200-some foundations. And, you know, if one group can just do all the heavy lifting that's required, it makes more sense.",,,,,Org Support: Funding Research
CDGCARE-Merged.txt,,,,"Epalrestat. Is that right? 

Speaker 1  2:25  
Yeah. Yep. 

Ania K  2:27  
Great. Okay. So thinking about this kind of timeline idea. Do you, were you involved in the, like, initial stages of how, how this drug was identified as promising like, how did they even find out to try to repurpose it?

Speaker 1  2:43  
Yeah. I was involved from the, the earliest stages. So, I mean, it actually, it all started when, you know, I, I invited a family with PMM2 to go to dinner at the White House. And they came up and over dinner, they said, Hey, if we wanted to find a drug for our daughter, how would you do it? And I said, Well, I think I would do a model organism drug screen. And they said, Well, who should we talk to to do that? And I said, You should talk to Ethan Perlstein. And then I connected them to Ethan Perlstein, who was running Perlara. I guess Perlstein Labs back then. And I said, Yeah, I think this is a good candidate for doing a model organism drug screen. And he agreed, he said it would take about $100,000. And this was, I think, 2017-ish. I could probably look when exactly it was, but around then. And they did it. They actually, you know, put in $100,000. And that family is very engaged with CDGCARE. So this, it was done outside the auspices of CDGCARE, but sort of in the context of the, the community for sure. And you know, it actually worked, they actually identified interesting drug candidates from that. Epalrestat was one of them. It's a neuropathy drug. It's approved in Japan, and then they were able to actually get it over here in the US. They were able to do an N-of-1 trial for their daughter, Maggie. It's been sort of an incredible success. And now, as part of one of my broader research collaborations, I should also mention that there's a, an NCATS-funded RDCRN associated with CDGCARE. And that RDCRN is funding clinical trials now, broader clinical trials for Epalrestat and PMM2.",,,,,"STEP Drug ID: HTDS & other drug screens,Org Support: Funding HTDS & other drug screens,Org Support: funding clinical trial,GENERAL: Date of project initiation"
CDGCARE-Merged.txt,,,,Should we switch to Prevacid?,,,,,CHANGE
